date,channel,direction,assets_in,assets_out,unresolved,desc
2025-07-24,signed_other,in,KK Clark,,0,Baltimore Orioles signed RHP KK Clark.
2025-07-25,trade,both,Cameron Foster; Wellington Aracena,Gregory Soto,0,Baltimore Orioles traded LHP Gregory Soto to New York Mets for RHP Wellington Aracena and RHP Cameron Foster.
2025-07-26,signed_other,in,Connor Gehr,,0,Baltimore Orioles signed RHP Connor Gehr.
2025-07-26,signed_other,in,Denton Biller,,0,Baltimore Orioles signed RHP Denton Biller.
2025-07-26,fa_minor,in,Jose Espada,,0,Baltimore Orioles signed free agent RHP Jose Espada to a minor league contract.
2025-07-28,signed_other,in,Brayan Orrantia,,0,Baltimore Orioles signed RHP Brayan Orrantia.
2025-07-28,fa_minor,in,Todd Kniebbe,,0,Baltimore Orioles signed free agent RHP Todd Kniebbe to a minor league contract.
2025-07-29,fa_minor,in,Jakson Reetz,,0,Baltimore Orioles signed free agent C Jakson Reetz to a minor league contract.
2025-07-29,trade,both,Juaron Watts-Brown,Seranthony Domínguez,1,Baltimore Orioles traded RHP Seranthony Domínguez and cash to Toronto Blue Jays for RHP Juaron Watts-Brown.
2025-07-31,trade,both,Anthony Nunez; Chandler Marsh; Raimon Gomez,Cedric Mullins,0,"Baltimore Orioles traded CF Cedric Mullins to New York Mets for RHP Raimon Gomez, RHP Anthony Nunez and RHP Chandler Marsh."
2025-07-31,trade,both,Wilfri De La Cruz,Andrew Kittredge,0,Baltimore Orioles traded RHP Andrew Kittredge to Chicago Cubs for SS Wilfri De La Cruz.
2025-07-31,trade,both,Dietrich Enns,,1,Detroit Tigers traded LHP Dietrich Enns to Baltimore Orioles for cash.
2025-07-31,trade,both,Twine Palmer,Ramón Urías,0,Baltimore Orioles traded 3B Ramón Urías to Houston Astros for RHP Twine Palmer.
2025-07-31,trade,both,Boston Bateman; Brandon Butterworth; Cobb Hightower; Tanner Smith; Tyson Neighbors; Victor Figueroa,Ramón Laureano; Ryan O'Hearn,1,"Baltimore Orioles traded 1B Ryan O'Hearn, RF Ramón Laureano and cash to San Diego Padres for LHP Boston Bateman, RHP Tyson Neighbors, RHP Tanner Smith, SS Brandon Butterworth, SS Cobb Hightower and 1B Victor Figueroa."
2025-07-31,trade,both,Micah Ashman,Charlie Morton,0,Baltimore Orioles traded RHP Charlie Morton to Detroit Tigers for LHP Micah Ashman.
2025-08-02,waiver_claim,in,Ryan Noda,,0,Baltimore Orioles claimed 1B Ryan Noda off waivers from Chicago White Sox.
2025-08-03,waiver_claim,in,Vidal Bruján,,0,Baltimore Orioles claimed 3B Vidal Bruján off waivers from Chicago Cubs.
2025-08-03,waiver_claim,in,Carson Ragsdale,,0,Baltimore Orioles claimed RHP Carson Ragsdale off waivers from San Francisco Giants.
2025-08-05,waiver_claim,in,Rico Garcia,,0,Baltimore Orioles claimed RHP Rico Garcia off waivers from New York Mets.
2025-08-08,fa_major,in,Greg Allen,,0,Baltimore Orioles signed free agent CF Greg Allen.
2025-08-08,waiver_loss,out,,Vidal Bruján,0,Atlanta Braves claimed 3B Vidal Bruján off waivers from Baltimore Orioles.
2025-08-11,waiver_claim,in,Daniel Johnson,,0,Baltimore Orioles claimed CF Daniel Johnson off waivers from San Francisco Giants.
2025-08-21,waiver_claim,in,Josh Walker,,0,Baltimore Orioles claimed LHP Josh Walker off waivers from Philadelphia Phillies.
2025-08-26,waiver_claim,in,Shawn Dubin,,0,Baltimore Orioles claimed RHP Shawn Dubin off waivers from Houston Astros.
2025-08-29,passive_loss,out,,Matt Bowman,0,Baltimore Orioles released RHP Matt Bowman.
2025-09-02,waiver_loss,out,,Roansy Contreras,0,Colorado Rockies claimed RHP Roansy Contreras off waivers from Baltimore Orioles.
2025-09-05,waiver_loss,out,,Elvin Rodríguez,0,Arizona Diamondbacks claimed RHP Elvin Rodríguez off waivers from Baltimore Orioles.
2025-09-15,waiver_claim,in,José Castillo,,0,Baltimore Orioles claimed LHP José Castillo off waivers from Seattle Mariners.
2025-09-17,waiver_loss,out,,Carson Ragsdale,0,Atlanta Braves claimed RHP Carson Ragsdale off waivers from Baltimore Orioles.
2025-09-20,waiver_claim,in,Dom Hamel,,0,Baltimore Orioles claimed RHP Dom Hamel off waivers from New York Mets.
2025-09-25,waiver_claim,in,Carson Ragsdale,,0,Baltimore Orioles claimed RHP Carson Ragsdale off waivers from Atlanta Braves.
2025-09-27,waiver_loss,out,,Dom Hamel,0,Texas Rangers claimed RHP Dom Hamel off waivers from Baltimore Orioles.
2025-10-20,fa_minor,in,Scarling Sterling,,0,Baltimore Orioles signed free agent LHP Scarling Sterling to a minor league contract.
2025-10-20,fa_minor,in,Gabriel Fuentes,,0,Baltimore Orioles signed free agent RHP Gabriel Fuentes to a minor league contract.
2025-10-20,fa_minor,in,Christian Rojas,,0,Baltimore Orioles signed free agent LHP Christian Rojas to a minor league contract.
2025-10-31,fa_minor,in,Roniel Joseph,,0,Baltimore Orioles signed free agent RHP Roniel Joseph to a minor league contract.
2025-11-02,passive_loss,out,,Zach Eflin,0,RHP Zach Eflin elected free agency.
2025-11-02,passive_loss,out,,Tomoyuki Sugano,0,RHP Tomoyuki Sugano elected free agency.
2025-11-02,passive_loss,out,,Gary Sánchez,0,C Gary Sánchez elected free agency.
2025-11-03,fa_minor,in,Jean Henriquez,,0,Baltimore Orioles signed free agent RHP Jean Henriquez to a minor league contract.
2025-11-04,trade,both,Andrew Kittredge,,1,Chicago Cubs traded RHP Andrew Kittredge to Baltimore Orioles for cash.
2025-11-05,waiver_claim,in,George Soriano,,0,Baltimore Orioles claimed RHP George Soriano off waivers from Miami Marlins.
2025-11-06,passive_loss,out,,Dylan Carlson,0,LF Dylan Carlson elected free agency.
2025-11-06,passive_loss,out,,Jorge Mateo,0,SS Jorge Mateo elected free agency.
2025-11-06,fa_major,in,Leody Taveras,,0,Baltimore Orioles signed free agent OF Leody Taveras.
2025-11-06,waiver_claim,in,Pedro León,,0,Baltimore Orioles claimed RF Pedro León off waivers from Houston Astros.
2025-11-06,waiver_loss,out,,José Castillo,0,New York Mets claimed LHP José Castillo off waivers from Baltimore Orioles.
2025-11-10,fa_minor,in,Enoli Paredes,,0,Baltimore Orioles signed free agent RHP Enoli Paredes to a minor league contract.
2025-11-13,waiver_loss,out,,Carson Ragsdale,0,Atlanta Braves claimed RHP Carson Ragsdale off waivers from Baltimore Orioles.
2025-11-13,waiver_loss,out,,Josh Walker,0,Atlanta Braves claimed LHP Josh Walker off waivers from Baltimore Orioles.
2025-11-14,fa_minor,in,Richard Guasch,,0,Baltimore Orioles signed free agent RHP Richard Guasch to a minor league contract.
2025-11-18,fa_minor,in,Jeisson Cabrera,,0,Baltimore Orioles signed free agent RHP Jeisson Cabrera to a minor league contract.
2025-11-19,trade,both,Taylor Ward,Grayson Rodriguez,0,Los Angeles Angels traded LF Taylor Ward to Baltimore Orioles for RHP Grayson Rodriguez.
2025-11-21,passive_loss,out,,Albert Suárez,0,RHP Albert Suárez elected free agency.
2025-11-21,waiver_loss,out,,Pedro León,0,Philadelphia Phillies claimed RF Pedro León off waivers from Baltimore Orioles.
2025-11-21,trade,both,Payton Eeles,Alex Jackson,0,Minnesota Twins traded 2B Payton Eeles to Baltimore Orioles for C Alex Jackson.
2025-12-01,fa_major,in,Ryan Helsley,,0,Baltimore Orioles signed free agent RHP Ryan Helsley.
2025-12-02,fa_minor,in,Andrew Magno,,0,Baltimore Orioles signed free agent LHP Andrew Magno to a minor league contract.
2025-12-05,waiver_claim,in,Drew Romo,,0,Baltimore Orioles claimed C Drew Romo off waivers from Colorado Rockies.
2025-12-05,waiver_claim,in,Will Robertson,,0,Baltimore Orioles claimed LF Will Robertson off waivers from Pittsburgh Pirates.
2025-12-10,rule5_minors,out,,Justin Armbruester,0,"New York Mets purchased contract of RHP Justin Armbruester  in the Rule 5 Draft, AAA Phase."
2025-12-10,waiver_claim,in,Josh Walker,,0,Baltimore Orioles claimed LHP Josh Walker off waivers from Atlanta Braves.
2025-12-10,rule5,out,,Carter Baumler,0,Pittsburgh Pirates purchased contract of RHP Carter Baumler  in the Rule 5 Draft.
2025-12-11,fa_major,in,Pete Alonso,,0,Baltimore Orioles signed free agent 1B Pete Alonso.
2025-12-13,fa_minor,in,Roldanny Sena,,0,Baltimore Orioles signed free agent RHP Roldanny Sena to a minor league contract.
2025-12-17,fa_minor,in,Willy Vasquez,,0,Baltimore Orioles signed free agent C Willy Vasquez to a minor league contract.
2025-12-17,fa_minor,in,Albert Suárez,,0,Baltimore Orioles signed free agent RHP Albert Suárez to a minor league contract.
2025-12-17,waiver_loss,out,,Drew Romo,0,New York Mets claimed C Drew Romo off waivers from Baltimore Orioles.
2025-12-19,trade,both,Shane Baz,Austin Overn; Caden Bodine; Michael Forret; Slater de Brun,1,"Tampa Bay Rays traded RHP Shane Baz to Baltimore Orioles for C Caden Bodine, OF Slater de Brun, RHP Michael Forret, OF Austin Overn and Draft Pick. 2026 Competitive Balance Round A pick (No. 33)."
2025-12-28,fa_major,in,Zach Eflin,,0,Baltimore Orioles signed free agent RHP Zach Eflin.
2026-01-05,waiver_claim,in,Jhonkensy Noel,,0,Baltimore Orioles claimed RF Jhonkensy Noel off waivers from Cleveland Guardians.
2026-01-06,fa_minor,in,Eric Torres,,0,Baltimore Orioles signed free agent LHP Eric Torres to a minor league contract.
2026-01-07,waiver_claim,in,Marco Luciano,,0,Baltimore Orioles claimed OF Marco Luciano off waivers from Pittsburgh Pirates.
2026-01-09,waiver_loss,out,,George Soriano,0,Atlanta Braves claimed RHP George Soriano off waivers from Baltimore Orioles.
2026-01-15,fa_minor,in,Luis Dias,,0,Baltimore Orioles signed free agent C Luis Dias to a minor league contract.
2026-01-15,fa_minor,in,Andri Hidalgo,,0,Baltimore Orioles signed free agent LHP Andri Hidalgo to a minor league contract.
2026-01-15,fa_minor,in,Sam Huff,,0,Baltimore Orioles signed free agent C Sam Huff to a minor league contract.
2026-01-15,fa_minor,in,Jose Luis Acevedo,,0,Baltimore Orioles signed free agent SS Jose Luis Acevedo to a minor league contract.
2026-01-15,fa_minor,in,Ray Faria,,0,Baltimore Orioles signed free agent C Ray Faria to a minor league contract.
2026-01-15,fa_minor,in,Joshddy Castillo,,0,Baltimore Orioles signed free agent OF Joshddy Castillo to a minor league contract.
2026-01-15,fa_minor,in,Ariel Roque,,0,Baltimore Orioles signed free agent OF Ariel Roque to a minor league contract.
2026-01-15,fa_minor,in,Gabriel Rosario,,0,Baltimore Orioles signed free agent OF Gabriel Rosario to a minor league contract.
2026-01-15,fa_minor,in,Pedro Gomez,,0,Baltimore Orioles signed free agent OF Pedro Gomez to a minor league contract.
2026-01-15,fa_minor,in,Jhostin Berroa,,0,Baltimore Orioles signed free agent SS Jhostin Berroa to a minor league contract.
2026-01-15,fa_minor,in,Carlos Rubecindo,,0,Baltimore Orioles signed free agent OF Carlos Rubecindo to a minor league contract.
2026-01-15,waiver_claim,in,José Suarez,,0,Baltimore Orioles claimed LHP José Suarez off waivers from Atlanta Braves.
2026-01-20,fa_minor,in,Hans Crouse,,0,Baltimore Orioles signed free agent RHP Hans Crouse to a minor league contract.
2026-01-22,waiver_claim,in,Weston Wilson,,0,Baltimore Orioles claimed LF Weston Wilson off waivers from Philadelphia Phillies.
2026-01-22,waiver_loss,out,,Marco Luciano,0,New York Yankees claimed OF Marco Luciano off waivers from Baltimore Orioles.
2026-01-26,waiver_loss,out,,José Suarez,0,Atlanta Braves claimed LHP José Suarez off waivers from Baltimore Orioles.
2026-02-01,trade,both,Bryan Ramos,,1,Chicago White Sox traded 3B Bryan Ramos to Baltimore Orioles for cash.
2026-02-05,trade,both,Blaze Alexander,José Mejía; Kade Strowd; Wellington Aracena,0,"Arizona Diamondbacks traded SS Blaze Alexander to Baltimore Orioles for RHP Kade Strowd, RHP Wellington Aracena and 2B José Mejía."
2026-02-06,waiver_loss,out,,Bryan Ramos,0,St. Louis Cardinals claimed 3B Bryan Ramos off waivers from Baltimore Orioles.
2026-02-13,fa_major,in,Chris Bassitt,,0,Baltimore Orioles signed free agent RHP Chris Bassitt.
2026-02-14,trade,both,Jackson Kowar,,1,Minnesota Twins traded RHP Jackson Kowar to Baltimore Orioles for cash.
2026-02-18,fa_minor,in,Roberto Geraldo,,0,Baltimore Orioles signed free agent RHP Roberto Geraldo to a minor league contract.
2026-02-19,fa_minor,in,Wanel Celestin,,0,Baltimore Orioles signed free agent OF Wanel Celestin to a minor league contract.
2026-02-20,waiver_claim,in,Bryan Ramos,,0,Baltimore Orioles claimed 3B Bryan Ramos off waivers from St. Louis Cardinals.
2026-02-23,fa_minor,in,Thairo Estrada,,0,Baltimore Orioles signed free agent 2B Thairo Estrada to a minor league contract and invited him to spring training.
2026-03-03,fa_minor,in,Joseph Moschetto,,0,Baltimore Orioles signed free agent RHP Joseph Moschetto to a minor league contract.
2026-03-20,fa_minor,in,Elvis Peguero,,0,Baltimore Orioles signed free agent RHP Elvis Peguero to a minor league contract.
2026-03-20,passive_loss,out,,Dylan Heid,0,Baltimore Orioles released RHP Dylan Heid.
2026-03-20,passive_loss,out,,Max Wagner,0,Baltimore Orioles released 3B Max Wagner.
2026-03-23,passive_loss,out,,Thairo Estrada,0,Baltimore Orioles released 2B Thairo Estrada.
2026-03-29,trade,both,Jayvien Sandridge,,1,Los Angeles Angels traded LHP Jayvien Sandridge to Baltimore Orioles for cash.
2026-03-29,trade,both,Johnathan Rodríguez,Carter Rustad,0,Cleveland Guardians traded RF Johnathan Rodríguez to Baltimore Orioles for RHP Carter Rustad.
2026-04-06,fa_minor,in,Josnaider Orellana,,0,Baltimore Orioles signed free agent C Josnaider Orellana to a minor league contract.
2026-04-06,fa_minor,in,Roberto Gabot,,0,Baltimore Orioles signed free agent IF Roberto Gabot to a minor league contract.
2026-04-07,trade,both,Nick Raquet,Brayden Smith,0,St. Louis Cardinals traded LHP Nick Raquet to Baltimore Orioles for 2B Brayden Smith.
2026-04-13,trade,both,Christian Encarnacion-Strand,,1,Cincinnati Reds traded 1B Christian Encarnacion-Strand to Baltimore Orioles for cash.
2026-04-15,fa_minor,in,Riley Cooper,,0,Baltimore Orioles signed free agent LHP Riley Cooper to a minor league contract.
2026-04-16,trade,both,Axel Perez,Chayce McDermott,0,Los Angeles Dodgers traded RHP Axel Perez to Baltimore Orioles for RHP Chayce McDermott.
2026-04-17,fa_minor,in,Jason Shockley,,0,Baltimore Orioles signed free agent RHP Jason Shockley to a minor league contract.
2026-04-17,fa_minor,in,Brendan Parks,,0,Baltimore Orioles signed free agent LHP Brendan Parks to a minor league contract.
2026-04-21,fa_minor,in,Johnny Tincher,,0,Baltimore Orioles signed free agent C Johnny Tincher to a minor league contract.
2026-04-23,passive_loss,out,,Sam Huff,0,C Sam Huff elected free agency.
2026-04-25,fa_minor,in,Sam Huff,,0,Baltimore Orioles signed free agent C Sam Huff to a minor league contract.
2026-04-26,fa_minor,in,Zac Lampton,,0,Baltimore Orioles signed free agent LHP Zac Lampton to a minor league contract.
2026-04-27,fa_minor,in,Anthony Steele,,0,Baltimore Orioles signed free agent LHP Anthony Steele to a minor league contract.
2026-04-28,fa_minor,in,Maicor Degollado,,0,Baltimore Orioles signed free agent SS Maicor Degollado to a minor league contract.
2026-04-29,passive_loss,out,,Albert Suárez,0,RHP Albert Suárez elected free agency.
2026-04-30,fa_minor,in,Albert Suárez,,0,Baltimore Orioles signed free agent RHP Albert Suárez to a minor league contract.
2026-05-04,fa_major,in,Lou Trivino III,,0,Baltimore Orioles signed free agent RHP Lou Trivino.
2026-05-08,trade,both,Enyel Garcia; Maicol Lauriano,,1,Philadelphia Phillies traded RHP Enyel Garcia and RHP Maicol Lauriano to Baltimore Orioles for cash.
2026-05-10,waiver_claim,in,Christian Roa,,0,Baltimore Orioles claimed RHP Christian Roa off waivers from Minnesota Twins.
2026-05-11,fa_minor,in,Enmanuel Rodriguez,,0,Baltimore Orioles signed free agent RHP Enmanuel Rodriguez to a minor league contract.
2026-05-12,passive_loss,out,,Lou Trivino III,0,RHP Lou Trivino elected free agency.
2026-05-15,fa_minor,in,Marcos Reynoso,,0,Baltimore Orioles signed free agent RHP Marcos Reynoso to a minor league contract.
2026-05-15,trade,both,Eduarniel Núñez,,1,Athletics traded RHP Eduarniel Núñez to Baltimore Orioles for cash.
2026-05-16,fa_minor,in,Tommy Pham,,0,Baltimore Orioles signed free agent LF Tommy Pham to a minor league contract.
2026-05-17,waiver_loss,out,,Christian Roa,0,Chicago Cubs claimed RHP Christian Roa off waivers from Baltimore Orioles.
2026-05-18,waiver_claim,in,Michael Siani,,0,Baltimore Orioles claimed CF Michael Siani off waivers from Los Angeles Dodgers.
2026-05-21,fa_minor,in,Stephen Still,,0,Baltimore Orioles signed free agent LHP Stephen Still to a minor league contract.
2026-05-21,fa_minor,in,Andrew Herbert,,0,Baltimore Orioles signed free agent RHP Andrew Herbert to a minor league contract.
2026-05-21,waiver_loss,out,,Maverick Handley,0,Atlanta Braves claimed C Maverick Handley off waivers from Baltimore Orioles.
2026-05-26,fa_minor,in,Henry Ramirez,,0,Baltimore Orioles signed free agent RHP Henry Ramirez to a minor league contract.
2026-05-26,fa_minor,in,Mason Dinesen,,0,Baltimore Orioles signed free agent SS Mason Dinesen to a minor league contract.
2026-05-28,passive_loss,out,,Albert Suárez,0,RHP Albert Suárez elected free agency.
2026-05-29,fa_minor,in,Jake Dykhoff,,0,Baltimore Orioles signed free agent RHP Jake Dykhoff to a minor league contract.
2026-05-29,fa_minor,in,Chris Kachmar,,0,Baltimore Orioles signed free agent RHP Chris Kachmar to a minor league contract.
2026-05-29,fa_major,in,Albert Suárez,,0,Baltimore Orioles signed free agent RHP Albert Suárez.
2026-05-31,fa_minor,in,Pedro Tovar,,0,Baltimore Orioles signed free agent OF Pedro Tovar to a minor league contract.
2026-06-04,trade,both,Kyle Nicolas,,1,Cincinnati Reds traded RHP Kyle Nicolas to Baltimore Orioles for cash.
2026-06-08,waiver_loss,out,,Eduarniel Núñez,0,Chicago Cubs claimed RHP Eduarniel Núñez off waivers from Baltimore Orioles.
2026-06-10,fa_minor,in,Chadwick Tromp,,0,Baltimore Orioles signed free agent C Chadwick Tromp to a minor league contract.
2026-06-11,fa_minor,in,Fermin Magallanes,,0,Baltimore Orioles signed free agent RHP Fermin Magallanes to a minor league contract.
2026-06-12,fa_minor,in,Darling VIllalona,,0,Baltimore Orioles signed free agent RHP Darling VIllalona to a minor league contract.
2026-06-13,fa_minor,in,Jarol Capellan,,0,Baltimore Orioles signed free agent SS Jarol Capellan to a minor league contract.
2026-06-13,fa_minor,in,Railin Tea,,0,Baltimore Orioles signed free agent 2B Railin Tea to a minor league contract.
2026-06-25,fa_minor,in,Jesus Gomez,,0,Baltimore Orioles signed free agent IF Jesus Gomez to a minor league contract.
2026-06-27,waiver_claim,in,Dom Keegan,,0,Baltimore Orioles claimed C Dom Keegan off waivers from Tampa Bay Rays.
2026-06-28,waiver_claim,in,Yosver Zulueta,,0,Baltimore Orioles claimed RHP Yosver Zulueta off waivers from Chicago Cubs.
2026-07-01,trade,both,Randal Diaz,Kyle Nicolas,0,Baltimore Orioles traded RHP Kyle Nicolas to Washington Nationals for SS Randal Diaz.
2026-07-03,fa_minor,in,Sam Huff,,0,Baltimore Orioles signed free agent C Sam Huff to a minor league contract.
2026-07-07,fa_minor,in,Kelvin Cadet,,0,Baltimore Orioles signed free agent RHP Kelvin Cadet to a minor league contract.
2026-07-07,fa_minor,in,,,0,Baltimore Orioles signed free agent IF Jonnathan Torres to a minor league contract.
2026-07-07,fa_minor,in,Eduin Rodriguez,,0,Baltimore Orioles signed free agent LHP Eduin Rodriguez to a minor league contract.
2026-07-07,fa_minor,in,Jonnathan Torres,,0,Baltimore Orioles signed free agent RHP Jonnathan Torres to a minor league contract.
2026-07-13,trade,both,Cam Sanders,,1,Pittsburgh Pirates traded RHP Cam Sanders to Baltimore Orioles for cash.
2026-07-15,signed_other,in,Zane Adams,,0,Baltimore Orioles signed LHP Zane Adams.
2026-07-16,fa_minor,in,Yorvis Salazar,,0,Baltimore Orioles signed free agent IF Yorvis Salazar to a minor league contract.
2026-07-16,fa_minor,in,Ruben Hernandez,,0,Baltimore Orioles signed free agent IF Ruben Hernandez to a minor league contract.
2026-07-18,signed_other,in,Eric Booth Jr.,,0,Baltimore Orioles signed OF Eric Booth Jr..
2026-07-18,trade,both,Rudy Martin Jr.,,1,Kansas City Royals traded RF Rudy Martin Jr. to Baltimore Orioles for cash.
